language,number,constructions
artificial_language_g0_111,43,((((2 * 4) + 2) * 4) + 3)
artificial_language_g0_111,44,(((2 * 4) + 3) * 4)
artificial_language_g0_111,45,45
artificial_language_g0_111,46,(45 + 1)
artificial_language_g0_111,47,(45 + 2)
artificial_language_g0_111,48,(45 + 3)
artificial_language_g0_111,49,(45 + 4)
artificial_language_g0_111,50,(45 + (4 + 1))
artificial_language_g0_111,51,(45 + (4 + 2))
artificial_language_g0_111,52,(45 + (4 + 3))
artificial_language_g0_111,53,53
artificial_language_g0_111,54,(53 + 1)
artificial_language_g0_111,55,(53 + 2)
artificial_language_g0_111,56,(53 + 3)
artificial_language_g0_111,57,(53 + 4)
artificial_language_g0_111,58,(53 + (4 + 1))
artificial_language_g0_111,59,(53 + (4 + 2))
artificial_language_g0_111,60,(53 + (4 + 3))
artificial_language_g0_111,61,(53 + (2 * 4))
artificial_language_g0_111,62,(53 + ((2 * 4) + 1))
artificial_language_g0_111,63,(53 + ((2 * 4) + 2))
artificial_language_g0_111,64,64
artificial_language_g0_111,65,65
artificial_language_g0_111,66,(65 + 1)
artificial_language_g0_111,67,(65 + 2)
artificial_language_g0_111,68,(65 + 3)
artificial_language_g0_111,69,(65 + 4)
artificial_language_g0_111,70,(65 + (4 + 1))
artificial_language_g0_111,71,(65 + (4 + 2))
artificial_language_g0_111,72,72
artificial_language_g0_111,73,(65 + (2 * 4))
artificial_language_g0_111,74,(65 + ((2 * 4) + 1))
artificial_language_g0_111,75,(65 + ((2 * 4) + 2))
artificial_language_g0_111,76,(65 + ((2 * 4) + 3))
artificial_language_g0_111,77,(65 + (3 * 4))
artificial_language_g0_111,78,(65 + ((3 * 4) + 1))
artificial_language_g0_111,79,(65 + ((3 * 4) + 2))
artificial_language_g0_111,80,80
artificial_language_g0_111,81,(80 + 1)
artificial_language_g0_111,82,(80 + 2)
artificial_language_g0_111,83,(80 + 3)
artificial_language_g0_111,84,(80 + 4)
artificial_language_g0_111,85,(80 + (4 + 1))
artificial_language_g0_111,86,(80 + (4 + 2))
artificial_language_g0_111,87,(80 + (4 + 3))
artificial_language_g0_111,88,(80 + (2 * 4))
artificial_language_g0_111,89,(80 + ((2 * 4) + 1))
artificial_language_g0_111,90,(80 + ((2 * 4) + 2))
artificial_language_g0_111,91,(80 + ((2 * 4) + 3))
artificial_language_g0_111,92,(80 + (3 * 4))
artificial_language_g0_111,93,(80 + ((3 * 4) + 1))
artificial_language_g0_111,94,94
artificial_language_g0_111,95,(80 + 15)
artificial_language_g0_111,96,(80 + (4 * 4))
artificial_language_g0_111,97,(80 + ((4 * 4) + 1))
artificial_language_g0_111,98,(80 + ((4 * 4) + 2))
artificial_language_g0_111,99,(80 + ((4 * 4) + 3))
artificial_language_g0_112,1,1
artificial_language_g0_112,2,2
artificial_language_g0_112,3,3
artificial_language_g0_112,4,4
artificial_language_g0_112,5,5
artificial_language_g0_112,6,6
artificial_language_g0_112,7,7
artificial_language_g0_112,8,(7 + 1)
artificial_language_g0_112,9,(7 + 2)
artificial_language_g0_112,10,(7 + 3)
artificial_language_g0_112,11,(7 + 4)
artificial_language_g0_112,12,(7 + 5)
artificial_language_g0_112,13,(7 + 6)
artificial_language_g0_112,14,(2 * 7)
artificial_language_g0_112,15,((2 * 7) + 1)
artificial_language_g0_112,16,((2 * 7) + 2)
artificial_language_g0_112,17,((2 * 7) + 3)
artificial_language_g0_112,18,((2 * 7) + 4)
artificial_language_g0_112,19,((2 * 7) + 5)
artificial_language_g0_112,20,((2 * 7) + 6)
artificial_language_g0_112,21,(3 * 7)
artificial_language_g0_112,22,((3 * 7) + 1)
artificial_language_g0_112,23,((3 * 7) + 2)
artificial_language_g0_112,24,((3 * 7) + 3)
artificial_language_g0_112,25,((3 * 7) + 4)
artificial_language_g0_112,26,((3 * 7) + 5)
artificial_language_g0_112,27,((3 * 7) + 6)
artificial_language_g0_112,28,28
artificial_language_g0_112,29,(28 + 1)
artificial_language_g0_112,30,(28 + 2)
artificial_language_g0_112,31,(28 + 3)
artificial_language_g0_112,32,(28 + 4)
artificial_language_g0_112,33,(28 + 5)
artificial_language_g0_112,34,(28 + 6)
artificial_language_g0_112,35,(28 + 7)
artificial_language_g0_112,36,(28 + (7 + 1))
artificial_language_g0_112,37,(28 + (7 + 2))
artificial_language_g0_112,38,38
artificial_language_g0_112,39,(38 + 1)
artificial_language_g0_112,40,(38 + 2)
artificial_language_g0_112,41,(38 + 3)
artificial_language_g0_112,42,(38 + 4)
artificial_language_g0_112,43,(38 + 5)
artificial_language_g0_112,44,(38 + 6)
artificial_language_g0_112,45,(38 + 7)
artificial_language_g0_112,46,(38 + (7 + 1))
artificial_language_g0_112,47,(38 + (7 + 2))
artificial_language_g0_112,48,(38 + (7 + 3))
artificial_language_g0_112,49,(38 + (7 + 4))
artificial_language_g0_112,50,(38 + (7 + 5))
artificial_language_g0_112,51,(38 + (7 + 6))
artificial_language_g0_112,52,(38 + (2 * 7))
artificial_language_g0_112,53,53
artificial_language_g0_112,54,(38 + ((2 * 7) + 2))
artificial_language_g0_112,55,(38 + ((2 * 7) + 3))
artificial_language_g0_112,56,(38 + ((2 * 7) + 4))
artificial_language_g0_112,57,(38 + ((2 * 7) + 5))
artificial_language_g0_112,58,(38 + ((2 * 7) + 6))
artificial_language_g0_112,59,(38 + (3 * 7))
artificial_language_g0_112,60,(38 + ((3 * 7) + 1))
artificial_language_g0_112,61,(38 + ((3 * 7) + 2))
artificial_language_g0_112,62,(38 + ((3 * 7) + 3))
artificial_language_g0_112,63,(38 + ((3 * 7) + 4))
artificial_language_g0_112,64,(38 + ((3 * 7) + 5))
artificial_language_g0_112,65,(38 + ((3 * 7) + 6))
artificial_language_g0_112,66,(38 + 28)
artificial_language_g0_112,67,(38 + (28 + 1))
artificial_language_g0_112,68,(38 + (28 + 2))
artificial_language_g0_112,69,(38 + (28 + 3))
artificial_language_g0_112,70,(38 + (28 + 4))
artificial_language_g0_112,71,(38 + (28 + 5))
artificial_language_g0_112,72,(38 + (28 + 6))
artificial_language_g0_112,73,(38 + (28 + 7))
artificial_language_g0_112,74,(38 + (28 + (7 + 1)))
artificial_language_g0_112,75,(38 + (28 + (7 + 2)))
artificial_language_g0_112,76,(2 * 38)
artificial_language_g0_112,77,((2 * 38) + 1)
artificial_language_g0_112,78,((2 * 38) + 2)
artificial_language_g0_112,79,((2 * 38) + 3)
artificial_language_g0_112,80,((2 * 38) + 4)
artificial_language_g0_112,81,((2 * 38) + 5)
artificial_language_g0_112,82,((2 * 38) + 6)
artificial_language_g0_112,83,((2 * 38) + 7)
artificial_language_g0_112,84,((2 * 38) + (7 + 1))
artificial_language_g0_112,85,((2 * 38) + (7 + 2))
artificial_language_g0_112,86,((2 * 38) + (7 + 3))
artificial_language_g0_112,87,((2 * 38) + (7 + 4))
artificial_language_g0_112,88,((2 * 38) + (7 + 5))
artificial_language_g0_112,89,((2 * 38) + (7 + 6))
artificial_language_g0_112,90,((2 * 38) + (2 * 7))
artificial_language_g0_112,91,((2 * 38) + ((2 * 7) + 1))
artificial_language_g0_112,92,92
artificial_language_g0_112,93,(92 + 1)
artificial_language_g0_112,94,(92 + 2)
artificial_language_g0_112,95,(92 + 3)
artificial_language_g0_112,96,(92 + 4)
artificial_language_g0_112,97,(92 + 5)
artificial_language_g0_112,98,(92 + 6)
artificial_language_g0_112,99,(92 + 7)
artificial_language_g0_113,1,1
artificial_language_g0_113,2,2
artificial_language_g0_113,3,3
artificial_language_g0_113,4,4
artificial_language_g0_113,5,5
artificial_language_g0_113,6,6
artificial_language_g0_113,7,7
artificial_language_g0_113,8,8
artificial_language_g0_113,9,9
artificial_language_g0_113,10,10
artificial_language_g0_113,11,11
artificial_language_g0_113,12,12
artificial_language_g0_113,13,13
artificial_language_g0_113,14,(13 + 1)
artificial_language_g0_113,15,15
artificial_language_g0_113,16,(13 + 3)
artificial_language_g0_113,17,(13 + 4)
artificial_language_g0_113,18,(13 + 5)
artificial_language_g0_113,19,(13 + 6)
artificial_language_g0_113,20,(13 + 7)
artificial_language_g0_113,21,(13 + 8)
artificial_language_g0_113,22,(13 + 9)
artificial_language_g0_113,23,(13 + 10)
artificial_language_g0_113,24,(13 + 11)
artificial_language_g0_113,25,(13 + 12)
artificial_language_g0_113,26,(2 * 13)
artificial_language_g0_113,27,((2 * 13) + 1)
artificial_language_g0_113,28,((2 * 13) + 2)
artificial_language_g0_113,29,((2 * 13) + 3)
artificial_language_g0_113,30,((2 * 13) + 4)
artificial_language_g0_113,31,((2 * 13) + 5)
artificial_language_g0_113,32,((2 * 13) + 6)
artificial_language_g0_113,33,((2 * 13) + 7)
artificial_language_g0_113,34,((2 * 13) + 8)
artificial_language_g0_113,35,((2 * 13) + 9)
artificial_language_g0_113,36,36
artificial_language_g0_113,37,((2 * 13) + 11)
artificial_language_g0_113,38,((2 * 13) + 12)
artificial_language_g0_113,39,(3 * 13)
artificial_language_g0_113,40,((3 * 13) + 1)
artificial_language_g0_113,41,((3 * 13) + 2)
artificial_language_g0_113,42,((3 * 13) + 3)
artificial_language_g0_113,43,((3 * 13) + 4)
artificial_language_g0_113,44,((3 * 13) + 5)
artificial_language_g0_113,45,((3 * 13) + 6)
artificial_language_g0_113,46,((3 * 13) + 7)
artificial_language_g0_113,47,((3 * 13) + 8)
artificial_language_g0_113,48,((3 * 13) + 9)
artificial_language_g0_113,49,((3 * 13) + 10)
artificial_language_g0_113,50,((3 * 13) + 11)
artificial_language_g0_113,51,((3 * 13) + 12)
artificial_language_g0_113,52,(4 * 13)
artificial_language_g0_113,53,((4 * 13) + 1)
artificial_language_g0_113,54,((4 * 13) + 2)
artificial_language_g0_113,55,((4 * 13) + 3)
artificial_language_g0_113,56,((4 * 13) + 4)
artificial_language_g0_113,57,((4 * 13) + 5)
artificial_language_g0_113,58,((4 * 13) + 6)
artificial_language_g0_113,59,59
artificial_language_g0_113,60,(59 + 1)
artificial_language_g0_113,61,(59 + 2)
artificial_language_g0_113,62,(59 + 3)
artificial_language_g0_113,63,(59 + 4)
artificial_language_g0_113,64,(59 + 5)
artificial_language_g0_113,65,(59 + 6)
artificial_language_g0_113,66,66
artificial_language_g0_113,67,(59 + 8)
artificial_language_g0_113,68,(59 + 9)
artificial_language_g0_113,69,(59 + 10)
artificial_language_g0_113,70,(59 + 11)
artificial_language_g0_113,71,(59 + 12)
artificial_language_g0_113,72,72
artificial_language_g0_113,73,(59 + (13 + 1))
artificial_language_g0_113,74,(59 + 15)
artificial_language_g0_113,75,(59 + (13 + 3))
artificial_language_g0_113,76,(59 + (13 + 4))
artificial_language_g0_113,77,(59 + (13 + 5))
artificial_language_g0_113,78,78
artificial_language_g0_113,79,(59 + (13 + 7))
artificial_language_g0_113,80,(59 + (13 + 8))
artificial_language_g0_113,81,(59 + (13 + 9))
artificial_language_g0_113,82,(59 + (13 + 10))
artificial_language_g0_113,83,(59 + (13 + 11))
artificial_language_g0_113,84,(59 + (13 + 12))
artificial_language_g0_113,85,(59 + (2 * 13))
artificial_language_g0_113,86,(59 + ((2 * 13) + 1))
artificial_language_g0_113,87,(59 + ((2 * 13) + 2))
artificial_language_g0_113,88,(59 + ((2 * 13) + 3))
artificial_language_g0_113,89,(59 + ((2 * 13) + 4))
artificial_language_g0_113,90,(59 + ((2 * 13) + 5))
artificial_language_g0_113,91,(59 + ((2 * 13) + 6))
artificial_language_g0_113,92,(59 + ((2 * 13) + 7))
artificial_language_g0_113,93,(59 + ((2 * 13) + 8))
artificial_language_g0_113,94,(59 + ((2 * 13) + 9))
artificial_language_g0_113,95,(59 + 36)
artificial_language_g0_113,96,(59 + ((2 * 13) + 11))
artificial_language_g0_113,97,(59 + ((2 * 13) + 12))
artificial_language_g0_113,98,(59 + (3 * 13))
artificial_language_g0_113,99,(59 + ((3 * 13) + 1))
artificial_language_g0_114,1,1
artificial_language_g0_114,2,2
artificial_language_g0_114,3,3
artificial_language_g0_114,4,4
artificial_language_g0_114,5,5
artificial_language_g0_114,6,6
artificial_language_g0_114,7,7
artificial_language_g0_114,8,8
artificial_language_g0_114,9,(8 + 1)
artificial_language_g0_114,10,(8 + 2)
artificial_language_g0_114,11,(8 + 3)
artificial_language_g0_114,12,(8 + 4)
artificial_language_g0_114,13,(8 + 5)
artificial_language_g0_114,14,14
artificial_language_g0_114,15,(14 + 1)
artificial_language_g0_114,16,(14 + 2)
artificial_language_g0_114,17,17
artificial_language_g0_114,18,(14 + 4)
artificial_language_g0_114,19,(14 + 5)
artificial_language_g0_114,20,(14 + 6)
artificial_language_g0_114,21,(14 + 7)
artificial_language_g0_114,22,(14 + 8)
artificial_language_g0_114,23,(14 + (8 + 1))
artificial_language_g0_114,24,(14 + (8 + 2))
artificial_language_g0_114,25,(14 + (8 + 3))
artificial_language_g0_114,26,(14 + (8 + 4))
artificial_language_g0_114,27,(14 + (8 + 5))
artificial_language_g0_114,28,(2 * 14)
artificial_language_g0_114,29,((2 * 14) + 1)
artificial_language_g0_114,30,((2 * 14) + 2)
artificial_language_g0_114,31,((2 * 14) + 3)
artificial_language_g0_114,32,((2 * 14) + 4)
artificial_language_g0_114,33,((2 * 14) + 5)
artificial_language_g0_114,34,((2 * 14) + 6)
artificial_language_g0_114,35,((2 * 14) + 7)
artificial_language_g0_114,36,36
artificial_language_g0_114,37,((2 * 14) + (8 + 1))
artificial_language_g0_114,38,((2 * 14) + (8 + 2))
artificial_language_g0_114,39,((2 * 14) + (8 + 3))
artificial_language_g0_114,40,((2 * 14) + (8 + 4))
artificial_language_g0_114,41,((2 * 14) + (8 + 5))
artificial_language_g0_114,42,(3 * 14)
artificial_language_g0_114,43,((3 * 14) + 1)
artificial_language_g0_114,44,((3 * 14) + 2)
artificial_language_g0_114,45,((3 * 14) + 3)
artificial_language_g0_114,46,((3 * 14) + 4)
artificial_language_g0_114,47,((3 * 14) + 5)
artificial_language_g0_114,48,((3 * 14) + 6)
artificial_language_g0_114,49,((3 * 14) + 7)
artificial_language_g0_114,50,((3 * 14) + 8)
artificial_language_g0_114,51,((3 * 14) + (8 + 1))
artificial_language_g0_114,52,((3 * 14) + (8 + 2))
artificial_language_g0_114,53,((3 * 14) + (8 + 3))
artificial_language_g0_114,54,((3 * 14) + (8 + 4))
artificial_language_g0_114,55,((3 * 14) + (8 + 5))
artificial_language_g0_114,56,(4 * 14)
artificial_language_g0_114,57,((4 * 14) + 1)
artificial_language_g0_114,58,((4 * 14) + 2)
artificial_language_g0_114,59,((4 * 14) + 3)
artificial_language_g0_114,60,((4 * 14) + 4)
artificial_language_g0_114,61,((4 * 14) + 5)
artificial_language_g0_114,62,((4 * 14) + 6)
artificial_language_g0_114,63,((4 * 14) + 7)
artificial_language_g0_114,64,((4 * 14) + 8)
artificial_language_g0_114,65,((4 * 14) + (8 + 1))
artificial_language_g0_114,66,((4 * 14) + (8 + 2))
artificial_language_g0_114,67,((4 * 14) + (8 + 3))
artificial_language_g0_114,68,((4 * 14) + (8 + 4))
artificial_language_g0_114,69,((4 * 14) + (8 + 5))
artificial_language_g0_114,70,(5 * 14)
artificial_language_g0_114,71,((5 * 14) + 1)
artificial_language_g0_114,72,72
artificial_language_g0_114,73,(72 + 1)
artificial_language_g0_114,74,(72 + 2)
artificial_language_g0_114,75,(72 + 3)
artificial_language_g0_114,76,(72 + 4)
artificial_language_g0_114,77,(72 + 5)
artificial_language_g0_114,78,(72 + 6)
artificial_language_g0_114,79,(72 + 7)
artificial_language_g0_114,80,(72 + 8)
artificial_language_g0_114,81,(72 + (8 + 1))
artificial_language_g0_114,82,82
artificial_language_g0_114,83,83
artificial_language_g0_114,84,(83 + 1)
artificial_language_g0_114,85,(83 + 2)
artificial_language_g0_114,86,(83 + 3)
artificial_language_g0_114,87,(83 + 4)
artificial_language_g0_114,88,(83 + 5)
artificial_language_g0_114,89,(83 + 6)
artificial_language_g0_114,90,(83 + 7)
artificial_language_g0_114,91,(83 + 8)
artificial_language_g0_114,92,(83 + (8 + 1))
artificial_language_g0_114,93,(83 + (8 + 2))
artificial_language_g0_114,94,(83 + (8 + 3))
artificial_language_g0_114,95,(83 + (8 + 4))
artificial_language_g0_114,96,(83 + (8 + 5))
artificial_language_g0_114,97,(83 + 14)
artificial_language_g0_114,98,(83 + (14 + 1))
artificial_language_g0_114,99,(83 + (14 + 2))
artificial_language_g0_115,1,1
artificial_language_g0_115,2,2
artificial_language_g0_115,3,3
artificial_language_g0_115,4,4
artificial_language_g0_115,5,5
artificial_language_g0_115,6,6
artificial_language_g0_115,7,7
artificial_language_g0_115,8,8
artificial_language_g0_115,9,9
artificial_language_g0_115,10,10
artificial_language_g0_115,11,11
artificial_language_g0_115,12,12
artificial_language_g0_115,13,13
artificial_language_g0_115,14,14
artificial_language_g0_115,15,15
artificial_language_g0_115,16,16
artificial_language_g0_115,17,17
artificial_language_g0_115,18,18
artificial_language_g0_115,19,19
artificial_language_g0_115,20,20
artificial_language_g0_115,21,21
artificial_language_g0_115,22,(21 + 1)
artificial_language_g0_115,23,23
artificial_language_g0_115,24,(21 + 3)
artificial_language_g0_115,25,(21 + 4)
artificial_language_g0_115,26,(21 + 5)
artificial_language_g0_115,27,(21 + 6)
artificial_language_g0_115,28,(21 + 7)
artificial_language_g0_115,29,(21 + 8)
artificial_language_g0_115,30,(21 + 9)
artificial_language_g0_115,31,(21 + 10)
artificial_language_g0_115,32,(21 + 11)
artificial_language_g0_115,33,(21 + 12)
artificial_language_g0_115,34,(21 + 13)
artificial_language_g0_115,35,(21 + 14)
artificial_language_g0_115,36,(21 + 15)
artificial_language_g0_115,37,(21 + 16)
artificial_language_g0_115,38,(21 + 17)
artificial_language_g0_115,39,(21 + 18)
artificial_language_g0_115,40,(21 + 19)
artificial_language_g0_115,41,(21 + 20)
artificial_language_g0_115,42,(2 * 21)
artificial_language_g0_115,43,43
artificial_language_g0_115,44,((2 * 21) + 2)
artificial_language_g0_115,45,((2 * 21) + 3)
artificial_language_g0_115,46,((2 * 21) + 4)
artificial_language_g0_115,47,((2 * 21) + 5)
artificial_language_g0_115,48,48
artificial_language_g0_115,49,((2 * 21) + 7)
artificial_language_g0_115,50,((2 * 21) + 8)
artificial_language_g0_115,51,((2 * 21) + 9)
artificial_language_g0_115,52,((2 * 21) + 10)
artificial_language_g0_115,53,((2 * 21) + 11)
artificial_language_g0_115,54,((2 * 21) + 12)
artificial_language_g0_115,55,((2 * 21) + 13)
artificial_language_g0_115,56,((2 * 21) + 14)
artificial_language_g0_115,57,((2 * 21) + 15)
artificial_language_g0_115,58,((2 * 21) + 16)
artificial_language_g0_115,59,((2 * 21) + 17)
artificial_language_g0_115,60,((2 * 21) + 18)
artificial_language_g0_115,61,((2 * 21) + 19)
artificial_language_g0_115,62,((2 * 21) + 20)
artificial_language_g0_115,63,(3 * 21)
artificial_language_g0_115,64,((3 * 21) + 1)
artificial_language_g0_115,65,((3 * 21) + 2)
artificial_language_g0_115,66,((3 * 21) + 3)
artificial_language_g0_115,67,((3 * 21) + 4)
artificial_language_g0_115,68,((3 * 21) + 5)
artificial_language_g0_115,69,((3 * 21) + 6)
artificial_language_g0_115,70,((3 * 21) + 7)
artificial_language_g0_115,71,((3 * 21) + 8)
artificial_language_g0_115,72,((3 * 21) + 9)
artificial_language_g0_115,73,((3 * 21) + 10)
artificial_language_g0_115,74,((3 * 21) + 11)
artificial_language_g0_115,75,((3 * 21) + 12)
artificial_language_g0_115,76,((3 * 21) + 13)
artificial_language_g0_115,77,((3 * 21) + 14)
artificial_language_g0_115,78,((3 * 21) + 15)
artificial_language_g0_115,79,((3 * 21) + 16)
artificial_language_g0_115,80,((3 * 21) + 17)
artificial_language_g0_115,81,((3 * 21) + 18)
artificial_language_g0_115,82,((3 * 21) + 19)
artificial_language_g0_115,83,((3 * 21) + 20)
artificial_language_g0_115,84,(4 * 21)
artificial_language_g0_115,85,((4 * 21) + 1)
artificial_language_g0_115,86,((4 * 21) + 2)
artificial_language_g0_115,87,((4 * 21) + 3)
artificial_language_g0_115,88,((4 * 21) + 4)
artificial_language_g0_115,89,((4 * 21) + 5)
artificial_language_g0_115,90,((4 * 21) + 6)
artificial_language_g0_115,91,((4 * 21) + 7)
artificial_language_g0_115,92,92
artificial_language_g0_115,93,((4 * 21) + 9)
artificial_language_g0_115,94,94
artificial_language_g0_115,95,((4 * 21) + 11)
artificial_language_g0_115,96,((4 * 21) + 12)
artificial_language_g0_115,97,((4 * 21) + 13)
artificial_language_g0_115,98,((4 * 21) + 14)
artificial_language_g0_115,99,((4 * 21) + 15)
artificial_language_g0_116,1,1
artificial_language_g0_116,2,2
artificial_language_g0_116,3,3
artificial_language_g0_116,4,4
artificial_language_g0_116,5,5
artificial_language_g0_116,6,6
artificial_language_g0_116,7,7
artificial_language_g0_116,8,8
artificial_language_g0_116,9,9
artificial_language_g0_116,10,10
artificial_language_g0_116,11,11
artificial_language_g0_116,12,12
artificial_language_g0_116,13,13
artificial_language_g0_116,14,14
artificial_language_g0_116,15,15
artificial_language_g0_116,16,(15 + 1)
artificial_language_g0_116,17,(15 + 2)
artificial_language_g0_116,18,(15 + 3)
artificial_language_g0_116,19,(30 - 11)
artificial_language_g0_116,20,(30 - 10)
artificial_language_g0_116,21,(30 - 9)
artificial_language_g0_116,22,(30 - 8)
artificial_language_g0_116,23,(30 - 7)
artificial_language_g0_116,24,(30 - 6)
artificial_language_g0_116,25,(30 - 5)
artificial_language_g0_116,26,(30 - 4)
artificial_language_g0_116,27,(30 - 3)
artificial_language_g0_116,28,(30 - 2)
artificial_language_g0_116,29,(30 - 1)
artificial_language_g0_116,30,30
artificial_language_g0_116,31,(30 + 1)
artificial_language_g0_116,32,(30 + 2)
artificial_language_g0_116,33,(30 + 3)
artificial_language_g0_116,34,(30 + 4)
artificial_language_g0_116,35,(30 + 5)
artificial_language_g0_116,36,(30 + 6)
artificial_language_g0_116,37,(30 + 7)
artificial_language_g0_116,38,(30 + 8)
artificial_language_g0_116,39,(30 + 9)
artificial_language_g0_116,40,40
artificial_language_g0_116,41,(30 + 11)
artificial_language_g0_116,42,(30 + 12)
artificial_language_g0_116,43,(30 + 13)
artificial_language_g0_116,44,(30 + 14)
artificial_language_g0_116,45,(30 + 15)
artificial_language_g0_116,46,46
artificial_language_g0_116,47,(30 + (15 + 2))
artificial_language_g0_116,48,(30 + (15 + 3))
artificial_language_g0_116,49,49
artificial_language_g0_116,50,(30 + (30 - 10))
artificial_language_g0_116,51,(30 + (30 - 9))
artificial_language_g0_116,52,(30 + (30 - 8))
artificial_language_g0_116,53,(30 + (30 - 7))
artificial_language_g0_116,54,(30 + (30 - 6))
artificial_language_g0_116,55,(30 + (30 - 5))
artificial_language_g0_116,56,(30 + (30 - 4))
artificial_language_g0_116,57,(30 + (30 - 3))
artificial_language_g0_116,58,(30 + (30 - 2))
artificial_language_g0_116,59,(30 + (30 - 1))
artificial_language_g0_116,60,60
artificial_language_g0_116,61,(60 + 1)
artificial_language_g0_116,62,(60 + 2)
artificial_language_g0_116,63,(60 + 3)
artificial_language_g0_116,64,(60 + 4)
artificial_language_g0_116,65,(60 + 5)
artificial_language_g0_116,66,(60 + 6)
artificial_language_g0_116,67,(60 + 7)
artificial_language_g0_116,68,(60 + 8)
artificial_language_g0_116,69,(60 + 9)
artificial_language_g0_116,70,(60 + 10)
artificial_language_g0_116,71,(60 + 11)
artificial_language_g0_116,72,(60 + 12)
artificial_language_g0_116,73,(60 + 13)
artificial_language_g0_116,74,(60 + 14)
artificial_language_g0_116,75,(60 + 15)
artificial_language_g0_116,76,(60 + (15 + 1))
artificial_language_g0_116,77,77
artificial_language_g0_116,78,(77 + 1)
artificial_language_g0_116,79,(77 + 2)
artificial_language_g0_116,80,(77 + 3)
artificial_language_g0_116,81,(77 + 4)
artificial_language_g0_116,82,(77 + 5)
artificial_language_g0_116,83,(77 + 6)
artificial_language_g0_116,84,(77 + 7)
artificial_language_g0_116,85,(77 + 8)
artificial_language_g0_116,86,(77 + 9)
artificial_language_g0_116,87,(77 + 10)
artificial_language_g0_116,88,(77 + 11)
artificial_language_g0_116,89,(77 + 12)
artificial_language_g0_116,90,(77 + 13)
artificial_language_g0_116,91,(77 + 14)
artificial_language_g0_116,92,(77 + 15)
artificial_language_g0_116,93,(77 + (15 + 1))
artificial_language_g0_116,94,(77 + (15 + 2))
artificial_language_g0_116,95,(77 + (15 + 3))
artificial_language_g0_116,96,(77 + (30 - 11))
artificial_language_g0_116,97,(77 + (30 - 10))
artificial_language_g0_116,98,(77 + (30 - 9))
artificial_language_g0_116,99,(77 + (30 - 8))
artificial_language_g0_117,1,1
artificial_language_g0_117,2,2
artificial_language_g0_117,3,3
artificial_language_g0_117,4,4
artificial_language_g0_117,5,5
artificial_language_g0_117,6,6
artificial_language_g0_117,7,7
artificial_language_g0_117,8,8
artificial_language_g0_117,9,9
artificial_language_g0_117,10,10
artificial_language_g0_117,11,11
artificial_language_g0_117,12,12
artificial_language_g0_117,13,13
artificial_language_g0_117,14,14
artificial_language_g0_117,15,(14 + 1)
artificial_language_g0_117,16,(14 + 2)
artificial_language_g0_117,17,(14 + 3)
artificial_language_g0_117,18,(14 + 4)
artificial_language_g0_117,19,(14 + 5)
artificial_language_g0_117,20,(14 + 6)
artificial_language_g0_117,21,(14 + 7)
artificial_language_g0_117,22,(14 + 8)
artificial_language_g0_117,23,(14 + 9)
artificial_language_g0_117,24,(14 + 10)
artificial_language_g0_117,25,25
artificial_language_g0_117,26,(14 + 12)
artificial_language_g0_117,27,(14 + 13)
artificial_language_g0_117,28,(2 * 14)
artificial_language_g0_117,29,((2 * 14) + 1)
artificial_language_g0_117,30,((2 * 14) + 2)
artificial_language_g0_117,31,31
artificial_language_g0_117,32,((2 * 14) + 4)
artificial_language_g0_117,33,((2 * 14) + 5)
artificial_language_g0_117,34,((2 * 14) + 6)
artificial_language_g0_117,35,((2 * 14) + 7)
artificial_language_g0_117,36,((2 * 14) + 8)
artificial_language_g0_117,37,((2 * 14) + 9)
artificial_language_g0_117,38,((2 * 14) + 10)
artificial_language_g0_117,39,((2 * 14) + 11)
artificial_language_g0_117,40,((2 * 14) + 12)
artificial_language_g0_117,41,((2 * 14) + 13)
artificial_language_g0_117,42,(3 * 14)
artificial_language_g0_117,43,((3 * 14) + 1)
artificial_language_g0_117,44,((3 * 14) + 2)
artificial_language_g0_117,45,((3 * 14) + 3)
artificial_language_g0_117,46,((3 * 14) + 4)
artificial_language_g0_117,47,((3 * 14) + 5)
artificial_language_g0_117,48,((3 * 14) + 6)
artificial_language_g0_117,49,((3 * 14) + 7)
artificial_language_g0_117,50,((3 * 14) + 8)
artificial_language_g0_117,51,((3 * 14) + 9)
artificial_language_g0_117,52,((3 * 14) + 10)
artificial_language_g0_117,53,((3 * 14) + 11)
artificial_language_g0_117,54,((3 * 14) + 12)
artificial_language_g0_117,55,((3 * 14) + 13)
artificial_language_g0_117,56,(4 * 14)
artificial_language_g0_117,57,((4 * 14) + 1)
artificial_language_g0_117,58,((4 * 14) + 2)
artificial_language_g0_117,59,((4 * 14) + 3)
artificial_language_g0_117,60,((4 * 14) + 4)
artificial_language_g0_117,61,((4 * 14) + 5)
artificial_language_g0_117,62,((4 * 14) + 6)
artificial_language_g0_117,63,((4 * 14) + 7)
artificial_language_g0_117,64,((4 * 14) + 8)
artificial_language_g0_117,65,((4 * 14) + 9)
artificial_language_g0_117,66,((4 * 14) + 10)
artificial_language_g0_117,67,((4 * 14) + 11)
artificial_language_g0_117,68,((4 * 14) + 12)
artificial_language_g0_117,69,((4 * 14) + 13)
artificial_language_g0_117,70,(5 * 14)
artificial_language_g0_117,71,((5 * 14) + 1)
artificial_language_g0_117,72,((5 * 14) + 2)
artificial_language_g0_117,73,((5 * 14) + 3)
