language,number,constructions
artificial_language_g0_52,57,(45 + (2 * 6))
artificial_language_g0_52,58,(45 + ((2 * 6) + 1))
artificial_language_g0_52,59,(45 + ((2 * 6) + 2))
artificial_language_g0_52,60,(45 + ((2 * 6) + 3))
artificial_language_g0_52,61,(45 + ((2 * 6) + 4))
artificial_language_g0_52,62,(45 + ((2 * 6) + 5))
artificial_language_g0_52,63,(45 + (3 * 6))
artificial_language_g0_52,64,(45 + ((3 * 6) + 1))
artificial_language_g0_52,65,(45 + ((3 * 6) + 2))
artificial_language_g0_52,66,(45 + ((3 * 6) + 3))
artificial_language_g0_52,67,(45 + ((3 * 6) + 4))
artificial_language_g0_52,68,68
artificial_language_g0_52,69,(68 + 1)
artificial_language_g0_52,70,(68 + 2)
artificial_language_g0_52,71,(68 + 3)
artificial_language_g0_52,72,(68 + 4)
artificial_language_g0_52,73,(68 + 5)
artificial_language_g0_52,74,74
artificial_language_g0_52,75,(68 + (6 + 1))
artificial_language_g0_52,76,(68 + (6 + 2))
artificial_language_g0_52,77,(68 + (6 + 3))
artificial_language_g0_52,78,(68 + (6 + 4))
artificial_language_g0_52,79,(68 + (6 + 5))
artificial_language_g0_52,80,(68 + (2 * 6))
artificial_language_g0_52,81,(68 + ((2 * 6) + 1))
artificial_language_g0_52,82,(68 + ((2 * 6) + 2))
artificial_language_g0_52,83,(68 + ((2 * 6) + 3))
artificial_language_g0_52,84,(68 + ((2 * 6) + 4))
artificial_language_g0_52,85,(68 + ((2 * 6) + 5))
artificial_language_g0_52,86,(68 + (3 * 6))
artificial_language_g0_52,87,(68 + ((3 * 6) + 1))
artificial_language_g0_52,88,(68 + ((3 * 6) + 2))
artificial_language_g0_52,89,(68 + ((3 * 6) + 3))
artificial_language_g0_52,90,(68 + ((3 * 6) + 4))
artificial_language_g0_52,91,(68 + ((3 * 6) + 5))
artificial_language_g0_52,92,(68 + (4 * 6))
artificial_language_g0_52,93,(68 + ((4 * 6) + 1))
artificial_language_g0_52,94,(68 + ((4 * 6) + 2))
artificial_language_g0_52,95,(68 + ((4 * 6) + 3))
artificial_language_g0_52,96,(68 + ((4 * 6) + 4))
artificial_language_g0_52,97,(68 + ((4 * 6) + 5))
artificial_language_g0_52,98,(68 + (5 * 6))
artificial_language_g0_52,99,(68 + ((5 * 6) + 1))
artificial_language_g0_53,1,1
artificial_language_g0_53,2,2
artificial_language_g0_53,3,3
artificial_language_g0_53,4,4
artificial_language_g0_53,5,5
artificial_language_g0_53,6,(10 - 4)
artificial_language_g0_53,7,(10 - 3)
artificial_language_g0_53,8,(10 - 2)
artificial_language_g0_53,9,(10 - 1)
artificial_language_g0_53,10,10
artificial_language_g0_53,11,(10 + 1)
artificial_language_g0_53,12,(10 + 2)
artificial_language_g0_53,13,(10 + 3)
artificial_language_g0_53,14,(10 + 4)
artificial_language_g0_53,15,(10 + 5)
artificial_language_g0_53,16,(10 + (10 - 4))
artificial_language_g0_53,17,(10 + (10 - 3))
artificial_language_g0_53,18,(10 + (10 - 2))
artificial_language_g0_53,19,(10 + (10 - 1))
artificial_language_g0_53,20,(2 * 10)
artificial_language_g0_53,21,((2 * 10) + 1)
artificial_language_g0_53,22,((2 * 10) + 2)
artificial_language_g0_53,23,((2 * 10) + 3)
artificial_language_g0_53,24,((2 * 10) + 4)
artificial_language_g0_53,25,((2 * 10) + 5)
artificial_language_g0_53,26,((2 * 10) + (10 - 4))
artificial_language_g0_53,27,((2 * 10) + (10 - 3))
artificial_language_g0_53,28,((2 * 10) + (10 - 2))
artificial_language_g0_53,29,((2 * 10) + (10 - 1))
artificial_language_g0_53,30,(3 * 10)
artificial_language_g0_53,31,((3 * 10) + 1)
artificial_language_g0_53,32,((3 * 10) + 2)
artificial_language_g0_53,33,((3 * 10) + 3)
artificial_language_g0_53,34,((3 * 10) + 4)
artificial_language_g0_53,35,((3 * 10) + 5)
artificial_language_g0_53,36,((3 * 10) + (10 - 4))
artificial_language_g0_53,37,((3 * 10) + (10 - 3))
artificial_language_g0_53,38,((3 * 10) + (10 - 2))
artificial_language_g0_53,39,((3 * 10) + (10 - 1))
artificial_language_g0_53,40,40
artificial_language_g0_53,41,(40 + 1)
artificial_language_g0_53,42,(40 + 2)
artificial_language_g0_53,43,(40 + 3)
artificial_language_g0_53,44,(40 + 4)
artificial_language_g0_53,45,(40 + 5)
artificial_language_g0_53,46,(40 + (10 - 4))
artificial_language_g0_53,47,(40 + (10 - 3))
artificial_language_g0_53,48,(40 + (10 - 2))
artificial_language_g0_53,49,(40 + (10 - 1))
artificial_language_g0_53,50,(5 * 10)
artificial_language_g0_53,51,((5 * 10) + 1)
artificial_language_g0_53,52,((5 * 10) + 2)
artificial_language_g0_53,53,((5 * 10) + 3)
artificial_language_g0_53,54,((5 * 10) + 4)
artificial_language_g0_53,55,((5 * 10) + 5)
artificial_language_g0_53,56,((5 * 10) + (10 - 4))
artificial_language_g0_53,57,((5 * 10) + (10 - 3))
artificial_language_g0_53,58,((5 * 10) + (10 - 2))
artificial_language_g0_53,59,((5 * 10) + (10 - 1))
artificial_language_g0_53,60,((10 - 4) * 10)
artificial_language_g0_53,61,(((10 - 4) * 10) + 1)
artificial_language_g0_53,62,(((10 - 4) * 10) + 2)
artificial_language_g0_53,63,(((10 - 4) * 10) + 3)
artificial_language_g0_53,64,(((10 - 4) * 10) + 4)
artificial_language_g0_53,65,(((10 - 4) * 10) + 5)
artificial_language_g0_53,66,(((10 - 4) * 10) + (10 - 4))
artificial_language_g0_53,67,(((10 - 4) * 10) + (10 - 3))
artificial_language_g0_53,68,(((10 - 4) * 10) + (10 - 2))
artificial_language_g0_53,69,(((10 - 4) * 10) + (10 - 1))
artificial_language_g0_53,70,((10 - 3) * 10)
artificial_language_g0_53,71,(((10 - 3) * 10) + 1)
artificial_language_g0_53,72,(((10 - 3) * 10) + 2)
artificial_language_g0_53,73,73
artificial_language_g0_53,74,(((10 - 3) * 10) + 4)
artificial_language_g0_53,75,(((10 - 3) * 10) + 5)
artificial_language_g0_53,76,76
artificial_language_g0_53,77,(76 + 1)
artificial_language_g0_53,78,(76 + 2)
artificial_language_g0_53,79,(76 + 3)
artificial_language_g0_53,80,(76 + 4)
artificial_language_g0_53,81,(76 + 5)
artificial_language_g0_53,82,(76 + (10 - 4))
artificial_language_g0_53,83,(76 + (10 - 3))
artificial_language_g0_53,84,(76 + (10 - 2))
artificial_language_g0_53,85,(76 + (10 - 1))
artificial_language_g0_53,86,(76 + 10)
artificial_language_g0_53,87,(76 + (10 + 1))
artificial_language_g0_53,88,(76 + (10 + 2))
artificial_language_g0_53,89,(76 + (10 + 3))
artificial_language_g0_53,90,(76 + (10 + 4))
artificial_language_g0_53,91,(76 + (10 + 5))
artificial_language_g0_53,92,(76 + (10 + (10 - 4)))
artificial_language_g0_53,93,(76 + (10 + (10 - 3)))
artificial_language_g0_53,94,(76 + (10 + (10 - 2)))
artificial_language_g0_53,95,(76 + (10 + (10 - 1)))
artificial_language_g0_53,96,96
artificial_language_g0_53,97,(76 + ((2 * 10) + 1))
artificial_language_g0_53,98,(76 + ((2 * 10) + 2))
artificial_language_g0_53,99,(76 + ((2 * 10) + 3))
artificial_language_g0_54,1,1
artificial_language_g0_54,2,2
artificial_language_g0_54,3,3
artificial_language_g0_54,4,4
artificial_language_g0_54,5,5
artificial_language_g0_54,6,6
artificial_language_g0_54,7,7
artificial_language_g0_54,8,8
artificial_language_g0_54,9,9
artificial_language_g0_54,10,10
artificial_language_g0_54,11,11
artificial_language_g0_54,12,12
artificial_language_g0_54,13,13
artificial_language_g0_54,14,14
artificial_language_g0_54,15,15
artificial_language_g0_54,16,16
artificial_language_g0_54,17,17
artificial_language_g0_54,18,18
artificial_language_g0_54,19,(18 + 1)
artificial_language_g0_54,20,(18 + 2)
artificial_language_g0_54,21,(18 + 3)
artificial_language_g0_54,22,(18 + 4)
artificial_language_g0_54,23,(18 + 5)
artificial_language_g0_54,24,(18 + 6)
artificial_language_g0_54,25,(18 + 7)
artificial_language_g0_54,26,(18 + 8)
artificial_language_g0_54,27,(18 + 9)
artificial_language_g0_54,28,(18 + 10)
artificial_language_g0_54,29,(18 + 11)
artificial_language_g0_54,30,(18 + 12)
artificial_language_g0_54,31,(18 + 13)
artificial_language_g0_54,32,(18 + 14)
artificial_language_g0_54,33,(18 + 15)
artificial_language_g0_54,34,(18 + 16)
artificial_language_g0_54,35,(18 + 17)
artificial_language_g0_54,36,(2 * 18)
artificial_language_g0_54,37,((2 * 18) + 1)
artificial_language_g0_54,38,((2 * 18) + 2)
artificial_language_g0_54,39,((2 * 18) + 3)
artificial_language_g0_54,40,((2 * 18) + 4)
artificial_language_g0_54,41,((2 * 18) + 5)
artificial_language_g0_54,42,((2 * 18) + 6)
artificial_language_g0_54,43,((2 * 18) + 7)
artificial_language_g0_54,44,((2 * 18) + 8)
artificial_language_g0_54,45,((2 * 18) + 9)
artificial_language_g0_54,46,((2 * 18) + 10)
artificial_language_g0_54,47,47
artificial_language_g0_54,48,(47 + 1)
artificial_language_g0_54,49,(47 + 2)
artificial_language_g0_54,50,(47 + 3)
artificial_language_g0_54,51,(47 + 4)
artificial_language_g0_54,52,(47 + 5)
artificial_language_g0_54,53,(47 + 6)
artificial_language_g0_54,54,(47 + 7)
artificial_language_g0_54,55,(47 + 8)
artificial_language_g0_54,56,(47 + 9)
artificial_language_g0_54,57,(47 + 10)
artificial_language_g0_54,58,(47 + 11)
artificial_language_g0_54,59,(47 + 12)
artificial_language_g0_54,60,(47 + 13)
artificial_language_g0_54,61,(47 + 14)
artificial_language_g0_54,62,(47 + 15)
artificial_language_g0_54,63,(47 + 16)
artificial_language_g0_54,64,(47 + 17)
artificial_language_g0_54,65,(47 + 18)
artificial_language_g0_54,66,(47 + (18 + 1))
artificial_language_g0_54,67,(47 + (18 + 2))
artificial_language_g0_54,68,(47 + (18 + 3))
artificial_language_g0_54,69,(47 + (18 + 4))
artificial_language_g0_54,70,(47 + (18 + 5))
artificial_language_g0_54,71,(47 + (18 + 6))
artificial_language_g0_54,72,(47 + (18 + 7))
artificial_language_g0_54,73,(47 + (18 + 8))
artificial_language_g0_54,74,(47 + (18 + 9))
artificial_language_g0_54,75,(47 + (18 + 10))
artificial_language_g0_54,76,(47 + (18 + 11))
artificial_language_g0_54,77,(47 + (18 + 12))
artificial_language_g0_54,78,78
artificial_language_g0_54,79,(47 + (18 + 14))
artificial_language_g0_54,80,(47 + (18 + 15))
artificial_language_g0_54,81,(47 + (18 + 16))
artificial_language_g0_54,82,(47 + (18 + 17))
artificial_language_g0_54,83,(47 + (2 * 18))
artificial_language_g0_54,84,(47 + ((2 * 18) + 1))
artificial_language_g0_54,85,(47 + ((2 * 18) + 2))
artificial_language_g0_54,86,(47 + ((2 * 18) + 3))
artificial_language_g0_54,87,(47 + ((2 * 18) + 4))
artificial_language_g0_54,88,(47 + ((2 * 18) + 5))
artificial_language_g0_54,89,(47 + ((2 * 18) + 6))
artificial_language_g0_54,90,(47 + ((2 * 18) + 7))
artificial_language_g0_54,91,(47 + ((2 * 18) + 8))
artificial_language_g0_54,92,(47 + ((2 * 18) + 9))
artificial_language_g0_54,93,(47 + ((2 * 18) + 10))
artificial_language_g0_54,94,(2 * 47)
artificial_language_g0_54,95,((2 * 47) + 1)
artificial_language_g0_54,96,((2 * 47) + 2)
artificial_language_g0_54,97,((2 * 47) + 3)
artificial_language_g0_54,98,((2 * 47) + 4)
artificial_language_g0_54,99,((2 * 47) + 5)
artificial_language_g0_55,1,1
artificial_language_g0_55,2,2
artificial_language_g0_55,3,3
artificial_language_g0_55,4,4
artificial_language_g0_55,5,(4 + 1)
artificial_language_g0_55,6,(4 + 2)
artificial_language_g0_55,7,(4 + 3)
artificial_language_g0_55,8,(2 * 4)
artificial_language_g0_55,9,((2 * 4) + 1)
artificial_language_g0_55,10,((2 * 4) + 2)
artificial_language_g0_55,11,((2 * 4) + 3)
artificial_language_g0_55,12,(3 * 4)
artificial_language_g0_55,13,((3 * 4) + 1)
artificial_language_g0_55,14,((3 * 4) + 2)
artificial_language_g0_55,15,((3 * 4) + 3)
artificial_language_g0_55,16,(4 * 4)
artificial_language_g0_55,17,((4 * 4) + 1)
artificial_language_g0_55,18,((4 * 4) + 2)
artificial_language_g0_55,19,((4 * 4) + 3)
artificial_language_g0_55,20,20
artificial_language_g0_55,21,(20 + 1)
artificial_language_g0_55,22,22
artificial_language_g0_55,23,(20 + 3)
artificial_language_g0_55,24,((4 + 2) * 4)
artificial_language_g0_55,25,(((4 + 2) * 4) + 1)
artificial_language_g0_55,26,(((4 + 2) * 4) + 2)
artificial_language_g0_55,27,(((4 + 2) * 4) + 3)
artificial_language_g0_55,28,((4 + 3) * 4)
artificial_language_g0_55,29,(((4 + 3) * 4) + 1)
artificial_language_g0_55,30,(((4 + 3) * 4) + 2)
artificial_language_g0_55,31,(((4 + 3) * 4) + 3)
artificial_language_g0_55,32,((2 * 4) * 4)
artificial_language_g0_55,33,(((2 * 4) * 4) + 1)
artificial_language_g0_55,34,(((2 * 4) * 4) + 2)
artificial_language_g0_55,35,(((2 * 4) * 4) + 3)
artificial_language_g0_55,36,(((2 * 4) + 1) * 4)
artificial_language_g0_55,37,((((2 * 4) + 1) * 4) + 1)
artificial_language_g0_55,38,((((2 * 4) + 1) * 4) + 2)
artificial_language_g0_55,39,((((2 * 4) + 1) * 4) + 3)
artificial_language_g0_55,40,(((2 * 4) + 2) * 4)
artificial_language_g0_55,41,41
artificial_language_g0_55,42,((((2 * 4) + 2) * 4) + 2)
artificial_language_g0_55,43,((((2 * 4) + 2) * 4) + 3)
artificial_language_g0_55,44,(((2 * 4) + 3) * 4)
artificial_language_g0_55,45,((((2 * 4) + 3) * 4) + 1)
artificial_language_g0_55,46,((((2 * 4) + 3) * 4) + 2)
artificial_language_g0_55,47,((((2 * 4) + 3) * 4) + 3)
artificial_language_g0_55,48,((3 * 4) * 4)
artificial_language_g0_55,49,(((3 * 4) * 4) + 1)
artificial_language_g0_55,50,(((3 * 4) * 4) + 2)
artificial_language_g0_55,51,(((3 * 4) * 4) + 3)
artificial_language_g0_55,52,(((3 * 4) + 1) * 4)
artificial_language_g0_55,53,((((3 * 4) + 1) * 4) + 1)
artificial_language_g0_55,54,((((3 * 4) + 1) * 4) + 2)
artificial_language_g0_55,55,((((3 * 4) + 1) * 4) + 3)
artificial_language_g0_55,56,(((3 * 4) + 2) * 4)
artificial_language_g0_55,57,((((3 * 4) + 2) * 4) + 1)
artificial_language_g0_55,58,((((3 * 4) + 2) * 4) + 2)
artificial_language_g0_55,59,((((3 * 4) + 2) * 4) + 3)
artificial_language_g0_55,60,(((3 * 4) + 3) * 4)
artificial_language_g0_55,61,((((3 * 4) + 3) * 4) + 1)
artificial_language_g0_55,62,((((3 * 4) + 3) * 4) + 2)
artificial_language_g0_55,63,((((3 * 4) + 3) * 4) + 3)
artificial_language_g0_55,64,((4 * 4) * 4)
artificial_language_g0_55,65,(((4 * 4) * 4) + 1)
artificial_language_g0_55,66,(((4 * 4) * 4) + 2)
artificial_language_g0_55,67,(((4 * 4) * 4) + 3)
artificial_language_g0_55,68,(((4 * 4) + 1) * 4)
artificial_language_g0_55,69,69
artificial_language_g0_55,70,(69 + 1)
artificial_language_g0_55,71,(69 + 2)
artificial_language_g0_55,72,(69 + 3)
artificial_language_g0_55,73,(69 + 4)
artificial_language_g0_55,74,(69 + (4 + 1))
artificial_language_g0_55,75,(69 + (4 + 2))
artificial_language_g0_55,76,76
artificial_language_g0_55,77,(69 + (2 * 4))
artificial_language_g0_55,78,(69 + ((2 * 4) + 1))
artificial_language_g0_55,79,(69 + ((2 * 4) + 2))
artificial_language_g0_55,80,(69 + ((2 * 4) + 3))
artificial_language_g0_55,81,(69 + (3 * 4))
artificial_language_g0_55,82,(69 + ((3 * 4) + 1))
artificial_language_g0_55,83,(69 + ((3 * 4) + 2))
artificial_language_g0_55,84,(69 + ((3 * 4) + 3))
artificial_language_g0_55,85,(69 + (4 * 4))
artificial_language_g0_55,86,(69 + ((4 * 4) + 1))
artificial_language_g0_55,87,(69 + ((4 * 4) + 2))
artificial_language_g0_55,88,(69 + ((4 * 4) + 3))
artificial_language_g0_55,89,(69 + 20)
artificial_language_g0_55,90,(69 + (20 + 1))
artificial_language_g0_55,91,(69 + 22)
artificial_language_g0_55,92,(69 + (20 + 3))
artificial_language_g0_55,93,(69 + ((4 + 2) * 4))
artificial_language_g0_55,94,(69 + (((4 + 2) * 4) + 1))
artificial_language_g0_55,95,(69 + (((4 + 2) * 4) + 2))
artificial_language_g0_55,96,(69 + (((4 + 2) * 4) + 3))
artificial_language_g0_55,97,(69 + ((4 + 3) * 4))
artificial_language_g0_55,98,(69 + (((4 + 3) * 4) + 1))
artificial_language_g0_55,99,(69 + (((4 + 3) * 4) + 2))
artificial_language_g0_56,1,1
artificial_language_g0_56,2,2
artificial_language_g0_56,3,3
artificial_language_g0_56,4,4
artificial_language_g0_56,5,5
artificial_language_g0_56,6,6
artificial_language_g0_56,7,7
artificial_language_g0_56,8,8
artificial_language_g0_56,9,9
artificial_language_g0_56,10,10
artificial_language_g0_56,11,11
artificial_language_g0_56,12,12
artificial_language_g0_56,13,13
artificial_language_g0_56,14,14
artificial_language_g0_56,15,(14 + 1)
artificial_language_g0_56,16,(14 + 2)
artificial_language_g0_56,17,(14 + 3)
artificial_language_g0_56,18,(14 + 4)
artificial_language_g0_56,19,(14 + 5)
artificial_language_g0_56,20,(14 + 6)
artificial_language_g0_56,21,(14 + 7)
artificial_language_g0_56,22,(14 + 8)
artificial_language_g0_56,23,(14 + 9)
artificial_language_g0_56,24,(14 + 10)
artificial_language_g0_56,25,(14 + 11)
artificial_language_g0_56,26,(14 + 12)
artificial_language_g0_56,27,(14 + 13)
artificial_language_g0_56,28,(2 * 14)
artificial_language_g0_56,29,((2 * 14) + 1)
artificial_language_g0_56,30,((2 * 14) + 2)
artificial_language_g0_56,31,((2 * 14) + 3)
artificial_language_g0_56,32,((2 * 14) + 4)
artificial_language_g0_56,33,((2 * 14) + 5)
artificial_language_g0_56,34,((2 * 14) + 6)
artificial_language_g0_56,35,((2 * 14) + 7)
artificial_language_g0_56,36,((2 * 14) + 8)
artificial_language_g0_56,37,((2 * 14) + 9)
artificial_language_g0_56,38,((2 * 14) + 10)
artificial_language_g0_56,39,((2 * 14) + 11)
artificial_language_g0_56,40,((2 * 14) + 12)
artificial_language_g0_56,41,((2 * 14) + 13)
artificial_language_g0_56,42,(3 * 14)
artificial_language_g0_56,43,((3 * 14) + 1)
artificial_language_g0_56,44,((3 * 14) + 2)
artificial_language_g0_56,45,((3 * 14) + 3)
artificial_language_g0_56,46,((3 * 14) + 4)
artificial_language_g0_56,47,((3 * 14) + 5)
artificial_language_g0_56,48,48
artificial_language_g0_56,49,((3 * 14) + 7)
artificial_language_g0_56,50,((3 * 14) + 8)
artificial_language_g0_56,51,((3 * 14) + 9)
artificial_language_g0_56,52,((3 * 14) + 10)
artificial_language_g0_56,53,((3 * 14) + 11)
artificial_language_g0_56,54,((3 * 14) + 12)
artificial_language_g0_56,55,((3 * 14) + 13)
artificial_language_g0_56,56,(4 * 14)
artificial_language_g0_56,57,((4 * 14) + 1)
artificial_language_g0_56,58,((4 * 14) + 2)
artificial_language_g0_56,59,((4 * 14) + 3)
artificial_language_g0_56,60,((4 * 14) + 4)
artificial_language_g0_56,61,((4 * 14) + 5)
artificial_language_g0_56,62,((4 * 14) + 6)
artificial_language_g0_56,63,((4 * 14) + 7)
artificial_language_g0_56,64,64
artificial_language_g0_56,65,(64 + 1)
artificial_language_g0_56,66,(64 + 2)
artificial_language_g0_56,67,(64 + 3)
artificial_language_g0_56,68,(64 + 4)
artificial_language_g0_56,69,(64 + 5)
artificial_language_g0_56,70,(64 + 6)
artificial_language_g0_56,71,(64 + 7)
artificial_language_g0_56,72,(64 + 8)
artificial_language_g0_56,73,(64 + 9)
artificial_language_g0_56,74,(64 + 10)
artificial_language_g0_56,75,(64 + 11)
artificial_language_g0_56,76,(64 + 12)
artificial_language_g0_56,77,(64 + 13)
artificial_language_g0_56,78,(64 + 14)
artificial_language_g0_56,79,(64 + (14 + 1))
artificial_language_g0_56,80,(64 + (14 + 2))
artificial_language_g0_56,81,(64 + (14 + 3))
artificial_language_g0_56,82,(64 + (14 + 4))
artificial_language_g0_56,83,(64 + (14 + 5))
artificial_language_g0_56,84,(64 + (14 + 6))
artificial_language_g0_56,85,(64 + (14 + 7))
artificial_language_g0_56,86,(64 + (14 + 8))
artificial_language_g0_56,87,(64 + (14 + 9))
artificial_language_g0_56,88,(64 + (14 + 10))
artificial_language_g0_56,89,(64 + (14 + 11))
artificial_language_g0_56,90,(64 + (14 + 12))
artificial_language_g0_56,91,(64 + (14 + 13))
artificial_language_g0_56,92,(64 + (2 * 14))
artificial_language_g0_56,93,(64 + ((2 * 14) + 1))
artificial_language_g0_56,94,(64 + ((2 * 14) + 2))
artificial_language_g0_56,95,(64 + ((2 * 14) + 3))
artificial_language_g0_56,96,96
artificial_language_g0_56,97,(96 + 1)
artificial_language_g0_56,98,(96 + 2)
artificial_language_g0_56,99,(96 + 3)
artificial_language_g0_57,1,1
artificial_language_g0_57,2,2
artificial_language_g0_57,3,3
artificial_language_g0_57,4,4
artificial_language_g0_57,5,5
artificial_language_g0_57,6,6
artificial_language_g0_57,7,7
artificial_language_g0_57,8,8
artificial_language_g0_57,9,9
artificial_language_g0_57,10,10
artificial_language_g0_57,11,11
artificial_language_g0_57,12,12
artificial_language_g0_57,13,(12 + 1)
artificial_language_g0_57,14,(12 + 2)
artificial_language_g0_57,15,(12 + 3)
artificial_language_g0_57,16,(12 + 4)
artificial_language_g0_57,17,(12 + 5)
artificial_language_g0_57,18,(12 + 6)
artificial_language_g0_57,19,(12 + 7)
artificial_language_g0_57,20,(12 + 8)
artificial_language_g0_57,21,(12 + 9)
artificial_language_g0_57,22,(12 + 10)
artificial_language_g0_57,23,23
artificial_language_g0_57,24,(2 * 12)
artificial_language_g0_57,25,((2 * 12) + 1)
artificial_language_g0_57,26,((2 * 12) + 2)
artificial_language_g0_57,27,((2 * 12) + 3)
artificial_language_g0_57,28,((2 * 12) + 4)
artificial_language_g0_57,29,((2 * 12) + 5)
artificial_language_g0_57,30,((2 * 12) + 6)
artificial_language_g0_57,31,((2 * 12) + 7)
artificial_language_g0_57,32,((2 * 12) + 8)
artificial_language_g0_57,33,((2 * 12) + 9)
artificial_language_g0_57,34,((2 * 12) + 10)
artificial_language_g0_57,35,35
artificial_language_g0_57,36,(35 + 1)
artificial_language_g0_57,37,(35 + 2)
artificial_language_g0_57,38,(35 + 3)
